Age	SLOCStandard	CommentCodeRation	Readability	SimpleReadability	NVAR	NCOMP	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	Length	MaintainabilityIndex	isPublic	isStatic	isGetterSetter	Parameters	LocalVariables	ChangeAtMethodAge	NewAdditions	DiffSizes	EditDistances	TangledWMoveandFileRename	Buggycommiit	RiskyCommit	file	
1618	6,8,9	0.0,0.0,0.0	0.15601761639118195,0.04594036564230919,0.021244503557682037	0.4216961039248879,0.1326944205215449,0.07376640792144225	0,0,0	0,0,0	1,1,1	0.94,0.87,0.83	0,0,0	0,2,3	35.0,47.0,53.0	115.4073257446289,108.95458221435547,106.36467742919922	1,1,1	0,0,0	0,0,0	0,0,0	0,0,0	0,3,15	0,6,1	0,10,1	0,99,33	0,23,13	0,0,0	0,0,0	1309.json	
1597	4,4,4,4,3	0.0,0.0,0.0,0.0,0.0	5.841337842866778E-4,0.0014359474880620837,1.971433375729248E-4,3.972890553995967E-4,0.0027971703093498945	0.07514902501493487,0.1520441521117785,0.06473235839583612,0.10660761170779577,0.3944716806399126	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	2.45,2.45,2.45,2.45,0.94	0,0,0,0,0	5,4,5,4,2	40.0,36.0,41.0,38.0,27.0	121.21139526367188,121.82937622070312,121.08299255371094,121.47811889648438,128.31268310546875	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	2,2,2,2,2	0,0,0,0,0	0,15,21,315,560	0,3,1,1,1	0,6,2,2,3	0,73,30,23,81	0,34,11,32,37	0,0,0,0,0	0,0,0,0,0	2425.json	
1780	11,11,11,7	0.0,0.0,0.0,0.0	0.39864015579223633,0.25771424174308777,0.25771424174308777,0.6715240478515625	0.02076331673017495,0.012955030438977002,0.012955030438977002,0.7814643726878002	3,3,3,1	2,2,2,1	3,3,3,2	1.21,1.21,1.21,1.28	1,1,1,1	0,2,2,1	65.0,68.0,68.0,31.0	101.29802703857422,101.10761260986328,101.10761260986328,113.54827117919922	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	3,3,3,1	0,48,82,127	0,5,0,1	0,10,0,6	0,56,0,133	0,112,0,9	0,0,0,0	0,0,0,0	1112.json	
1994	8,8	0.0,0.0	0.542208194732666,0.542208194732666	0.19070846649503514,0.19070846649503514	0,0	0,0	2,2	1.56,1.56	1,1	2,2	42.0,42.0	109.25240325927734,109.25240325927734	1,1	1,1	0,0	1,1	0,0	0,297	0,0	0,0	0,0	0,0	0,0	0,0	1232.json	
1693	13,14,18,18,23,30	0.0,0.0,0.0,0.0,0.0,0.0	0.01808103546500206,0.01911596767604351,0.0016707255272194743,0.0016705915331840515,0.0,0.0	0.014706281392963691,0.012788450458117918,0.0011249511945531049,0.0011141051443097879,6.603844596818501E-6,7.127318178306094E-8	2,2,2,2,5,5	2,2,3,3,5,5	3,3,4,4,5,5	2.01,1.96,1.95,2.45,2.36,2.27	2,2,2,2,2,2	6,6,8,8,12,13	72.0,75.0,98.0,98.0,138.0,176.0	98.19793701171875,96.78511047363281,90.99909973144531,90.99909973144531,84.93144989013672,79.20635223388672	1,1,1,1,1,1	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	2,2,2,2,2,3	0,46,63,82,185,496	0,2,4,1,5,7	0,3,4,2,5,7	0,37,191,12,397,318	0,4,7,41,2,26	0,0,0,0,0,0	0,0,0,0,1,1	1015.json	
1994	5,14,24,24,24,25,22,22,22,24,24,4,4	0.2,0.0,0.25,0.375,0.375,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.12336079031229019,0.004622264765202999,1.0975691839121282E-4,0.0,0.0,0.0,5.099170957691967E-4,4.7492916928604245E-4,4.203728458378464E-4,0.0033341250382363796,0.0033341250382363796,0.003741068532690406,0.003741068532690406	0.2756826221533364,4.93216265129292E-5,5.283376532747668E-10,1.082602445105193E-10,1.082602445105193E-10,1.6795816566718628E-10,2.206948622054713E-8,2.2472082506470477E-8,1.3374670494942335E-8,2.3197308200626108E-8,2.3197308200626108E-8,0.08073973796228004,0.08073973796228004	0,1,1,1,1,1,1,1,1,1,1,0,0	0,1,1,1,1,1,1,1,1,1,1,0,0	1,3,3,3,3,3,3,3,3,4,4,1,1	1.63,1.59,2.51,2.51,2.51,2.47,2.6,2.6,2.6,3.23,3.23,1.73,1.73	0,1,2,2,2,2,2,2,2,3,3,0,0	0,4,6,6,6,6,6,6,6,7,7,3,3	33.0,97.0,172.0,178.0,178.0,178.0,149.0,149.0,151.0,152.0,152.0,38.0,38.0	118.4075698852539,94.88185119628906,82.82273864746094,82.6444320678711,82.6444320678711,81.98311614990234,85.04432678222656,85.04432678222656,84.95266723632812,83.2145767211914,83.2145767211914,121.28888702392578,121.28888702392578	1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	3,3,3,3,3,3,3,3,3,3,3,3,3	0,3,4,4,4,4,4,4,4,4,4,0,0	0,0,4,4,4,4,10,26,38,123,221,262,297	0,11,21,1,0,2,3,1,1,15,0,1,0	0,13,31,3,0,3,9,2,2,28,0,2,0	0,324,587,47,0,14,300,41,10,252,0,730,0	0,5,34,5,0,8,29,7,29,44,44,112,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	2301.json	
1582	9	0.0	0.5609726309776306	0.728204614374386	1	2	3	1.33	1	0	35.0	108.61590576171875	1	1	0	1	0	0	0	0	0	0	0	0	467.json	
1809	3,3,3,3	0.0,0.0,0.0,0.0	0.7720367908477783,0.7720367908477783,0.7179356217384338,0.7179356217384338	0.8540973108791997,0.8540973108791997,0.840460004602949,0.840460004602949	0,0,0,0	0,0,0,0	1,1,1,1	0.94,0.94,0.94,0.94	0,0,0,0	1,1,1,1	16.0,16.0,16.0,16.0	131.60296630859375,131.60296630859375,131.60296630859375,131.60296630859375	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,32,36,111	0,0,1,0	0,0,2,0	0,0,5,0	0,5,18,0	0,0,0,0	0,0,0,0	1662.json	
1521	3	0.0	0.65873783826828	0.9060816675077237	0	0	1	1.89	0	0	12.0	133.59722900390625	1	0	1	0	0	0	0	0	0	0	0	0	1901.json	
1632	3	0.0	0.6289811134338379	0.9492948896881188	0	0	1	1.89	0	0	12.0	133.59722900390625	1	0	0	0	0	0	0	0	0	0	0	0	1172.json	
