Age	SLOCStandard	CommentCodeRation	Readability	SimpleReadability	NVAR	NCOMP	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	Length	MaintainabilityIndex	isPublic	isStatic	isGetterSetter	Parameters	LocalVariables	ChangeAtMethodAge	NewAdditions	DiffSizes	EditDistances	TangledWMoveandFileRename	Buggycommiit	RiskyCommit	file	
577	10,11	0.0,0.0	0.3200969099998474,0.23661856353282928	0.230660370984047,0.16058322592803678	1,1	3,3	5,5	4.08,4.21	2,2	0,0	48.0,53.0	104.14654541015625,102.037353515625	1,1	1,1	0,0	1,1	0,0	0,45	0,1	0,1	0,47	0,9	0,0	0,0	1278.json	
842	3	0.0	0.7682719230651855	0.9533795041699922	0	0	1	1.89	0	0	12.0	133.59722900390625	1	0	0	0	0	0	0	0	0	0	0	0	4412.json	
1171	2,2,2,2,2,2,2,2,2,3,3,3	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.9760151505470276,0.9602776765823364,0.9639990329742432,0.9639990329742432,0.9983713030815125,0.9983713030815125,0.9983713030815125,0.9983713030815125,0.9983713030815125,0.7751151323318481,0.7751151323318481,0.7751151323318481	0.7238512773933149,0.7044773872798692,0.6999965096741344,0.6999965096741344,0.9832569441875629,0.9832569441875629,0.9832569441875629,0.9832569441875629,0.9832569441875629,0.9599444747961353,0.9599444747961353,0.9599444747961353	0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1,1,1,1,1	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,1.89,1.89	0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,1,1	18.0,19.0,19.0,19.0,9.0,9.0,9.0,9.0,9.0,14.0,14.0,14.0	137.30235290527344,137.02120971679688,137.02120971679688,137.02120971679688,142.4026641845703,142.4026641845703,142.4026641845703,142.4026641845703,142.4026641845703,132.79563903808594,132.79563903808594,132.79563903808594	1,1,1,1,1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0	2,2,2,2,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0	0,4,203,587,590,590,632,632,646,651,691,784	0,1,1,0,1,0,0,0,0,1,0,0	0,2,2,0,2,0,0,0,0,2,0,0	0,6,5,0,77,0,0,0,0,22,0,0	0,1,1,0,9,1,5,2,12,1,1,20	0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,1,1,0,0	5530.json	
673	4	0.0	0.9110671877861023	0.938562998387437	0	0	1	2.0	0	0	18.0	126.19583892822266	1	0	0	1	0	0	0	0	0	0	0	0	734.json	
370	16,16,3	0.0,0.0,0.0	5.008917069062591E-4,2.1742747048847377E-4,0.5468759536743164	2.539182066360703E-7,1.6688133266523134E-7,0.8704194176462152	1,1,0	1,1,0	3,3,1	2.73,2.73,1.89	1,1,0	10,10,1	127.0,127.0,17.0	91.12845611572266,91.12845611572266,131.43582153320312	1,1,1	0,0,0	0,0,0	1,1,1	1,1,0	0,109,136	0,2,0	0,4,13	0,27,825	0,39,15	0,0,0	0,1,1	3737.json	
682	3	0.0	0.7184954881668091	0.9189955089242378	0	0	1	1.89	0	1	17.0	131.28770446777344	1	0	0	1	0	0	0	0	0	0	0	0	1489.json	
559	3	0.0	0.6289811134338379	0.954475198521597	0	0	1	1.89	0	0	12.0	133.59722900390625	1	0	0	0	0	0	0	0	0	0	0	0	3374.json	
1011	3,3	0.0,0.0	0.07032320648431778,0.0028839248698204756	0.4818863028566822,0.11134286661371093	0,0	0,0	1,1	1.89,1.89	0,0	4,5	27.0,35.0	128.51292419433594,126.87342071533203	1,1	0,0	0,0	1,1	0,0	0,3	0,1	0,2	0,63	0,103	0,1	0,1	4350.json	
198	3	0.0	0.13184979557991028	0.7934353114386058	0	0	1	1.89	0	1	17.0	131.28770446777344	1	0	0	0	0	0	0	0	0	0	0	0	3701.json	
668	3,3,3,3,3,3,3,3	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.6342142820358276,0.6453194618225098,0.6453194618225098,0.6453194618225098,0.6453194618225098,0.6453194618225098,0.6453194618225098,0.6568418145179749	0.9021096231491196,0.9325026760293196,0.9325026760293196,0.9325026760293196,0.9325026760293196,0.9325026760293196,0.9325026760293196,0.9466885475556194	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1	1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0	132.4454345703125,132.4454345703125,132.4454345703125,132.4454345703125,132.4454345703125,132.4454345703125,132.4454345703125,132.4454345703125	1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0,71,72,79,89,97,456	0,3,0,0,0,0,0,2	0,6,0,0,0,0,0,4	0,17,0,0,0,0,0,18	0,9,61,68,91,66,4,163	0,0,0,0,0,0,0,0	0,1,0,0,0,0,1,0	1540.json	
